Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
Office,4PL,H.13,Review of Electrical Safety,"Is it confirmed that no temporary  extension boards are used, there are no electrical sockets with multiple plugs and no temporary connections/cable joints ?",,"Temporary extension boards, electrical socket with multiple plugs and temporary cable connections are observed in the warehouse",Short circuit due to overloading of the power point,Temporary extension boards/electrical sockets with multiple plugs should not be provided in the warehouse,Extension Boards,UA-UC,High,Medium,Red,Opex,72,
Office,4PL,H.14,Review of Electrical Safety,Is lightning arrester installed in the facility ?,,Lightning arrester not installed at site,It may result in the damage of the building structure and loss of personal life,"In-order to protect the warehouse from the effect of lightning, lightning arrestors should be installed",Lightning Arrestor,UA-UC,Very High,Medium,Red,Capex,135,
Office,4PL,H.15,Review of Electrical Safety,"Are the electrical installations freely accessible for operations, inspections and maintenance ?",,Electrical installations are not freely accessible,"If short circuit or any other problem occurs, then a person may find difficulty in reaching the electrical panel",All electrical installations should be freely accessible,Storage Method,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,H.16,Review of Electrical Safety,Is there no combustible material present near to the electrical panels ?,,There is combustible material present near to the electrical panel,"If any short circuits occur in the panel, then there are chances that it may catch fire and may turn into major incident",No combustible material should be present near to the electrical panel,Storage Method,UA-UC,High,Medium,Red,Opex,72,
Office,4PL,H.17,Review of Electrical Safety,Is LOTO procedure available for electrical maintenance and strictly followed during electrical maintenance ?,,LOTO procedure not followed during electrical maintenance,Life Risk of the employee involved in the maintenance activity,LOTO procedure should be followed to have a control on hazardous energy during maintenance,LOTO,UA-UC,Very High,Medium,Red,Opex,90,LOTO - Lock Out Tag Out
Office,4PL,H.18,Review of Electrical Safety,Is authorized person to operate main electrical panel displayed near to the panel area ?,,Authorized person name to operate electrical panel not displayed near to the electrical panel,Electrical shock to the person not trained to operate electrical panel or some other major incident/accident,Authorized person to operate electrical panel should be displayed near to the electrical panel,Display Board,UA-UC,High,High,Red,Opex,96,
Office,4PL,H.19,Review of Electrical Safety,Is Emergency contact number displayed near to the main electrical panel and UPS rooms (Electrician/Warehouse Manager/ Security supervisor)?,,Emergency contact number not displayed near to the main electrical panel and UPS rooms (Electrician/Warehouse Manager/ Security supervisor),Anyone near to the panel will not able to find out a person responsible to tackle emergency faults in the electrical panel,Emergency contact number should be displayed near to the main electrical panel and UPS rooms (Electrician/Warehouse Manager/ Security supervisor),Display Board,UA-UC,High,High,Yellow,Opex,32,
Office,4PL,H.20,Review of Electrical Safety,Is transformer area barricaded ? If applicable,,Transformer area is not barricaded,Life Risk,Transformer area should be barricaded,Barrication,UA-UC,High,High,Red,Capex,144,
Office,4PL,H.21,Review of Electrical Safety,Is fire extinguisher and sand buckets installed near to the Diesel Genset/transformer area ?,,Fire Extinguisher and sand bucket is not installed near to the transformer area,Small fire may convert into big fire,Fire extinguisher and sand buckets should be installed near to the transformer area to have control on smaller fires,Fire Prevention Measures,UA-UC,Medium,Medium,Red,Capex,81,
Office,4PL,H.22,Review of Electrical Safety,Is DG set earthed properly i.e. 2 for generator and 2 for body ?,,DG is not earthed properly i.e. 2 for generator and 2 for body,Electrocution may occur,2 for generator and 2 for body earthing should be provided to the DG set,Earthing,UA-UC,High,High,Red,Capex,144,
Office,4PL,H.23,Review of Electrical Safety,Is DG area kept on a proper platform/foundation ?,,DG not kept on the platform,Rain water may enter in the acoustic enclosure of the DG set and may damage the panel and other parts of the DG set,DG should be kept on a proper platform,Genset,UA-UC,Low,Medium,Yellow,Capex,18,
Office,4PL,H.24,Review of Electrical Safety,Is DG operating panel kept under shed in order to protect it from rain as well as avoiding electrocution incident ?,,DG operating panel not kept under shed in order to protect it from rain as well as avoiding electrocution incident,"1. Rain water may enter in the acoustic enclosure of the DG set and may damage the panel
2. If the DG is manually operated (start/stop), then a person may get electrical shock if it is operated during rain",DG operating panel should be kept under shed in order to protect it from rain,DG Shed,UA-UC,Low,Low,Red,Capex,36,
Office,4PL,H.25,Review of Electrical Safety,Is required fire extinguisher installed near to the DG area ?,,Required FE not installed near to the DG area,"A FE installed near to DG will help us to extinguish a small fire however if it is not installed, a small fire may convert into a bigger fire",Required Fire Extinguisher should be installed near to the DG area,Fire Extinguishers,UA-UC,Medium,Low,Red,Capex,54,
Office,4PL,H.26,Review of Electrical Safety,Is DG covered under AMC ? Check for the records,,DG not covered under AMC,"In case of any breakdown, it may take time to search for a vendor and may result into productivity loss",DG installed in the warehouse should be covered in AMC,Maintenance,UA-UC,Low,Low,Yellow,Opex,8,
Office,4PL,H.27,Review of Electrical Safety,The electrical switches installed which may get exposed to rain water should be water resistant like IP-65 rating and properly shedding should be done ?,,The electrical switches installed are getting exposed to rain water & are not water resistant like IP-65 rating and no properly shedding is done,Current may increase resulting in electrical short circuit and further resulting into electrical fires,Make arrangements for shifting or providing shed or any other arrangement for the electrical fittings in the wet location,Electrical Work,UA-UC,High,Medium,Red,Capex,108,
Office,4PL,H.28,Review of Electrical Safety,"Are all tools periodically inspected and authorized for safe use like a pneumatic stapler,  Drill Machine, Grinder etc?",,"All tools like pneumatic stapler, drill machine, grinder etc. are not periodically inspected",Major injury may occur if tools are not periodically inspected,"All tools like pneumatic stapler, cutter, etc. should be properly inspected and authorized for safe use",Inspection,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,I,Review of Management of Dangerous Goods (DG) / Hazardous Material,Review of Management of Dangerous Goods (DG) / Hazardous Material,,,,,,,,,,,0,
Office,4PL,I.1,Review of Management of Dangerous Goods (DG) / Hazardous Material,"Is hazard communication done as like display of Hazard signage, MSDS for all the hazardous material stored in the facility ?",,Hazard communication as like display of MSDs/hazard signage is not done for the hazardous material stored in the warehouse,Person may not be able to identify that what type of hazardous material is stored at the location and what are the hazards associated with the chemical,Hazard communication sign with their MSDS should be displayed at the location where hazardous material is stored,MSDS,UA-UC,High,Medium,Yellow,Opex,24,
Office,4PL,I.2,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is adequate secondary containment provided for the liquid hazardous material ?,,Adequate Secondary containment not provided for the liquid hazardous material,"In case of spillage, chemical may spread all around the floor",All liquid chemicals stored in the warehouse should be stored in the secondary containment,Secondary Containment,UA-UC,High,Low,Red,Capex,72,
Office,4PL,I.3,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is spill kit available and pictorial chart displayed on how to use a spill kit ?,,Spill kit is not available and no pictorial chart displayed on how to use a spill kit,Person will not be able to collect spills,Provide Spill kit display pictorial chart on how to use a spill kit,Spill Kit,UA-UC,High,Very Low,Yellow,Opex,8,
Office,4PL,I.4,Review of Management of Dangerous Goods (DG) / Hazardous Material,Are chemicals stored in the facility are as per the compatibility matrix and displayed at prominent location ?,,Chemicals in the warehouse is not stored as per the compatibility matrix and it not displayed,"Staff may store incompatible material together. If not displayed, there are chances of error that incompatible chemical can be stored together",All chemicals should be stored as per the compatibility matrix and it should be displayed.,Storage Method,UA-UC,Medium,Medium,Red,Operatiol Action,27,
Office,4PL,I.5,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is Eye Wash facility or safety shower installed in the facility at prominent location as per the risk assessment ? If required,,Eye wash facility and safety shower is not available in the warehouse,"If any chemical splashes on someone, it will be difficult to wash the entire body and eyes with the help of water",Eye wash facility and safety shower should be installed in the warehouse at prominent location as per the risk assessment,Eye Washer,UA-UC,High,Low,Red,Opex,48,
Office,4PL,I.6,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is it confirmed that there is no obstruction to the emergency eye wash/ eye shower ?,,There is obstruction observed in the way of emergency shower / eye washer,"In case of any emergency, person may find difficulty in reaching to the eye wash/eye shower",There should not be any obstruction to the eye wash/eye shower,Storage Method,UA-UC,High,Low,Yellow,Operatiol Action,8,
Office,4PL,I.7,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is training of the hazardous material handlers conducted timely and records of the same is maintained ?,,Training on Hazardous material handling not conducted. No records are available,Improper handling of the hazardous material may lead to any major/minor incident,Training to the handlers of hazardous material should be conducted,Training,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,I.8,Review of Management of Dangerous Goods (DG) / Hazardous Material,Are Fire extinguishers installed near to the hazardous material areas as per the requirement,,Adequate no. of FE's are not installed near to the Hazardous material storage area,"In case of small fire, person will not be able to extinguish the fire and that small fire may turn into big fire",Adequate number of fire extinguisher should be installed near to the hazardous material storage area,Fire Extinguishers,UA-UC,Medium,Low,Red,Capex,54,
Office,4PL,I.9,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is the Compressed gas cylinder stored in a Upright position and secure with the chain? If applicable,,Compressed gas cylinder are not stored in a Upright position and secure with the chain.,If Compresses gas cylinder are not store in upright direction and  explode it may travel to any direction.,Compressed gas cylinder should be  stored in a Upright position and secure with the chain.,Compressed Gas Cylinder,UA-UC,High,Low,Red,Opex,48,
Office,4PL,I.10,Review of Management of Dangerous Goods (DG) / Hazardous Material,Is the Full and empty Compressed gas cylinder store separately?,,The Full and empty Compressed gas cylinder is stored separately,Mixing of Cylinder and not able to identify during handling,Full and empty Compressed gas cylinder should be store separately.,Compressed Gas Cylinder,UA-UC,High,Low,Yellow,Opex,16,
Office,4PL,J,"Review of Incident Statistics,  SQDC, QHSE requirement","Review of Incident Statistics,  SQDC, QHSE requirement",,,,,,,,,,,0,
Office,4PL,J.1,"Review of Incident Statistics,  SQDC, QHSE requirement",Are all accidents and near-miss incidents reported ?,,Incidents/near miss are not reported,Corrective action may not be implemented to avoid reoccurrence of the incident,All incidents/near-miss incidents should be reported,Recommendation,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Office,4PL,J.2,"Review of Incident Statistics,  SQDC, QHSE requirement",Is recording & investigation of all the cases done to avoid recurrences ?,,No records of the incident investigation is available,Incident may reoccur if not investigated or recorded,All incidents should be recorded and investigated,Records,UA-UC,Very High,Medium,Yellow,Operatiol Action,15,
Office,4PL,J.3,"Review of Incident Statistics,  SQDC, QHSE requirement",Have there been no/nil reports of commuting accidents due to non-compliance with the traffic rules?,,There are not any reports related to accidents due to non-compliance of the traffic rules,The company will not be able to take the necessary corrective action measures to prevent the reoccurrence,All accidents due to non-compliance with the traffic rules should be reported,Reports,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,J.4,"Review of Incident Statistics,  SQDC, QHSE requirement",Is 41 Point Safety Checklist & training records maintained?,,41 Point Safety Checklist & Training records not maintained,Is a FM Benchmark wrt Safety in SQDC & needs to be maintained as per company standard,Maintain 41 point safety checklist & training records on monthly basis,Reports,UA-UC,High,High,Yellow,Operatiol Action,16,
Office,4PL,J.5,"Review of Incident Statistics,  SQDC, QHSE requirement",Is the updated QHSE Policy display at the Prominent location?,,QHSE Policy is display at the Prominent location,QHSE standard Requirement,QHSE Policy should be  display at the Prominent location,Display Board,Others,Medium,Low,Yellow,Opex,12,
Office,4PL,J.6,"Review of Incident Statistics,  SQDC, QHSE requirement",Is the HIRA and Environment Aspect Impact prepared?,,HIRA and Environment Aspect Impact is not  prepared and updated.,QHSE standard Requirement,HIRA and Environment Aspect Impact is not  prepared and updated.,Documentation,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,J.7,Review of Emergency Preparedness and Mock drill,Is site safety committee formed?,,Safety Committee is not formed,Safety requirement,Form a Safety Committee,Display Board,UA-UC,High,Low,Yellow,Operatiol Action,8,
Office,4PL,J.8,"Review of Incident Statistics,  SQDC, QHSE requirement",Are safety posters and other related signage is displayed at prominent locations and are visible from anywhere in the warehouse ?,,Safety posters and other related safety signage is not displayed in the warehouse at prominent location,"There are chances that the collaborators will not be able to understand related hazard, PPEs requirement, emergency exits, etc.",Safety posters and other related signage should be displayed at prominent location and should be visible from anywhere in the warehouse,Display Board,UA-UC,Medium,Medium,Yellow,Capex,27,
Office,4PL,K,Review of Housekeeping practices,Review of Housekeeping practices,,,,,,,,,,,0,
Office,4PL,K.1,Review of Housekeeping practices,Is Condition of Floors and Stairways good for safe material and staff movement?,,Floors and stairways are not safe for material and staff movement,Fall risk,The condition of the floor and stairways should be in good condition for safe movement of material and staff,Floor,UA-UC,High,High,Red,Opex,96,
Office,4PL,K.2,Review of Housekeeping practices,Is provision of bins for collecting scraps garbage provided?,,Provision of bins for collecting scrap/garbage is not provided,Lack of 5 S standard and Hygiene issue,Provide  bins for collecting scrap/garbage,Bins,UA-UC,Low,Medium,Yellow,Opex,12,
Office,4PL,K.3,Review of Housekeeping practices,"Is proper aisle marking provided for designate storage areas, clear zone areas or guide traffic.",,Aisle marking is not provided,Lack of 5 S Standard,Proper aisle marking should be provided to designate storage area and other things,Yellow Lines,UA-UC,Medium,Medium,Yellow,Capex,27,
Office,4PL,K.4,Review of Housekeeping practices,Is MSDS of housekeeping chemicals available and displayed?,,MSDS of housekeeping chemical is not available and not displayed,Housekeeping staff may not be able to identify the hazards associated with the chemicals and required action to be taken in case of any emergency,SDS of the housekeeping chemicals should be made available and displayed,MSDS,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,K.5,Review of Housekeeping practices,Is Housekeeping staff trained on chemical handling requirement ?,,Training to Housekeeping staff is not provided on chemical handling,Housekeeping staff may got injury due to improper handling of the chemicals,Training to the housekeeping staff on HK Chemical handling should be provided,Training,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Office,4PL,K.6,Review of Housekeeping practices,Is housekeeping maintained in good condition ?,,Housekeeping is not maintained in good condition.,Fire Risk/ Warehouse Hygiene issue,Housekeeping should be maintained in good condition.,Housekeeping,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,L,Review of Ventilation System,Review of Ventilation System,,,,,,,,,,,0,
Office,4PL,L.1,Review of Ventilation System,Is adequate ventilation system available in the working premises?(Cross OR Turbo Ventilation),,Adequate ventilation system not available in the working premises,Improper ventilation,Adequate ventilation system should be made available in the working premises,Ventilation,UA-UC,High,High,Red,Capex,144,
Office,4PL,L.2,Review of Ventilation System,Are areas identified where fumes exist from MHE battery charging or dust from any sources?,,Areas are not identified where dust and fumes exist,Health issue to employees may occur,All areas where dust/fumes exist should be identified to provide appropriate PPEs to the employee working in that area,Ventilation,UA-UC,Medium,Medium,Yellow,Opex,18,
Office,4PL,L.3,Review of Ventilation System,Is exhaust fans installed near Battery charging area and  are in working condition ?,,Exhaust fans are not installed in the warehouse,Improper ventilation,Install exhaust fans in warehouse,Exhaust Fans,UA-UC,Low,Medium,Yellow,Capex,18,
Office,4PL,L.4,Review of Ventilation System,Is proper ventilation provided in the  Server Room/UPS battery charging area ?,,Ventilation is not adequate in the Server Room/ UPS battery charging area.,Accumulation of the explosive mixture. Equipment may damages,Adequate ventilation should be provided in the Server Room/UPS battery charging area,Ventilation,UA-UC,High,High,Red,Capex,144,
Office,4PL,L.5,Review of Ventilation System,Is well ventilation available or  exhaust fans installed in Washroom/Locker room and  are in working condition?,,Poor ventilation and Exhaust fans are not installed in the washroom/Locker room.,Health issue to employees may occur,Exhaust fans should be installed in washroom/Locker room,Exhaust Fans,UA-UC,Medium,Medium,Yellow,Opex,18,
Office,4PL,M,"Review of Health, Hygiene and Food Safety","Review of Health, Hygiene and Food Safety",,,,,,,,,,,0,
Office,4PL,M.1,"Review of Health, Hygiene and Food Safety",Is area demarcated for eating and drinking ?,,Area not demarcated for eating and drinking,Fire Risk/ Warehouse Hygiene issue,Area should be demarcated for eating and drinking,Demarcation,UA-UC,Low,Medium,Red,Opex,36,
Office,4PL,M.2,"Review of Health, Hygiene and Food Safety","Is adequate provision has been made for rest periods like lunch, tea breaks, etc. (provisions like table chair, possibility to reheat meals, safe drinking water etc.)?",,"Adequate provision is not made for rest periods like for lunch, tea breaks, etc.",Not a standard practice,"Adequate provision should be made for rest periods like lunch, tea breaks, etc. (provisions like table chair, possibility to reheat meals, safe drinking water etc.)",Canteen,Others,Low,Medium,Yellow,Capex,18,
Office,4PL,M.3,"Review of Health, Hygiene and Food Safety",Does the facility maintain clean hand wash and toilet areas?,,Good hygiene is not maintained in the washrooms,Health Issues to employees,Hygiene of washrooms and other areas of the warehouse should maintained,5S,UA-UC,Medium,Medium,Yellow,Operatiol Action,9,
Office,4PL,M.4,"Review of Health, Hygiene and Food Safety",Are lockers provided separate for male and females ?,,Lockers are not provided separate for male and females,Not a standard practice,Lockers should be provided separate for male and females,Lockers,Others,Low,Low,Yellow,Capex,12,
Office,4PL,N,Review of Work Permit System,Review of Work Permit System,,,,,,,,,,,0,
Office,4PL,N.1,Review of Work Permit System,"Availability of written system : If yes, obtain a copy",,Written system of work permit system is not available,Any incident may occur while conducting non-routine activities,Work permit system should be available in the warehouse,Work Permit,UA-UC,Medium,Medium,Red,Operatiol Action,27,
Office,4PL,N.2,Review of Work Permit System,Is work permit closure system followed ?,,Work permit closure system is not followed,There are chances that the workers involved in the activity may leave the work place in unsafe condition,Work permit closure system should be followed,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Office,4PL,N.3,Review of Work Permit System,Is Register/File of work permits issued available ?,,Register of work permit system is not available,Warehouse staff will not be able to track the nos of work permit issued,Register of work permit issued should be available and maintained,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Office,4PL,N.4,Review of Work Permit System,Is work permit issued for 8 hrs. / extended thereon (if required) & record maintained?,,No records are maintained for the work permits issued for 8 hours or extended hours,Safety risk may increase if work permits are extended more than 8 hrs,Records of all the work permits should be maintained for the work permits extended beyond 8 hrs,Work Permit,UA-UC,High,Medium,Yellow,Operatiol Action,12,
Office,4PL,O,Review of Hazardous Waste / General Waste management,Review of Hazardous Waste / General Waste management,,,,,,,,,,,0,
Office,4PL,O.1,Review of Hazardous Waste / General Waste management,Is no/nil hazardous waste generated ?,,Hazardous waste is generated,Legal risk if hazardous waste is not properly handled & disposed,Proper precautions to be adopted for handling hazardous waste inside warehouse & proper visual management to be done to create awareness in all,Training,UA-UC,High,Low,Yellow,Opex,16,
Office,4PL,O.2,Review of Hazardous Waste / General Waste management,Is scrap handed over to authorized vendor for proper disposal or recycling?,,Scrap is not handled by the authorized vendor,Legal Environmental Issue,All  waste should be handed over to the authorized recycler,Recycling,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,O.3,Review of Hazardous Waste / General Waste management,"Is corrugated, Wooden and Plastic waste segregated and disposed off ?",,"Corrugated, Wooden and Plastic waste not are not segregated ?",Legal Environmental Issue,"Paper, carton box, and Plastic waste should be segregated ?",Records,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,O.4,Review of Hazardous Waste / General Waste management,Is the Scrap area identified or scrap yard available?,,Scrap area is not identified and scrap yard is not available.,Scrap material may scattered across the warehouse if are is not define or scrap yard not available,Scrap yard should be available and scrap area inside wh should be identified.,Scrap Yard,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,P,Review of Emergency Preparedness and Mock drill,Review of Emergency Preparedness and Mock drill,,,,,,,,,,,0,
Office,4PL,P.1,Review of Emergency Preparedness and Mock drill,Is Warehouse Emergency Preparedness Plan available?,,Emergency preparedness plan is not available,"If emergency preparedness plan is not available, staff will not be able to understand the procedure to be followed during emergencies",Emergency preparedness plan should be available,Documentation,UA-UC,Medium,Low,Red,Operatiol Action,18,
Office,4PL,P.2,Review of Emergency Preparedness and Mock drill,Emergency Assembly Point/s identified & marked properly?,,Emergency assembly point is not identified and marked properly,"In case of any emergency, staff will not be able to locate the emergency assembly point",Emergency assembly point should be marked in the warehouse,Display Board,UA-UC,High,Medium,Red,Capex,108,
Office,4PL,P.3,Review of Emergency Preparedness and Mock drill,"Are emergency signage like Way to exit,  Fire action etc. displayed at prominent locations?",,"Emergency signage like Way to exit,  Fire action etc. not displayed at prominent locations","If emergency signage are not displayed, staff may not get aware of what to do/where to go in case of any emergency",Emergency signage should be displayed at all the prominent locations,Signages,UA-UC,High,Medium,Red,Opex,72,
Office,4PL,P.4,Review of Emergency Preparedness and Mock drill,Is Emergency exit identified and marked?,,Emergency exit is not identified and not marked.,"In case the emergency teams in the warehouse is not aware of the roles and responsibility, they will not able to respond accordingly and may result into some minor/major incident",Roles and responsibility of each should be identified in the emergency preparedness plan,Documentation,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,P.5,Review of Emergency Preparedness and Mock drill,Is Emergency exit identified and marked?,,Emergency exit not identified and marked,"In case of any emergency, person may not be able to identify the emergency exit of the warehouse",All identified emergency exits in the warehouse should be marked,Display Board,UA-UC,High,High,Red,Opex,96,
Office,4PL,P.6,Review of Emergency Preparedness and Mock drill,"Is proper stair case with railing provided for all the emergency exits, wherever applicable ?",,Stair case with proper rail guards are not provided for all emergency exits,Fall Risk,Rail guards and proper staircase should be provided at each emergency exit,Stairs,UA-UC,High,Medium,Red,Capex,108,
Office,4PL,P.7,Review of Emergency Preparedness and Mock drill,Is Emergency exit free from obstructions?,,Emergency exit is not free of obstructions,Life Risk. In case of any emergency someone may get stuck in the material placed near to the emergency exit and may fall,All emergency exit should remain free/clear from obstructions,Storage Method,UA-UC,Very High,High,Red,Operatiol Action,60,
Office,4PL,P.8,Review of Emergency Preparedness and Mock drill,Is mock drill conducted quarterly and record maintained?,,Mock drill not conducted on a quarterly basis,"1. Legal compliance issue
2. All person including old and new employee will not be able to know how to react in-case of any emergency",Mock drills in the warehouse should be conducted on a quarterly basis and records of the same shall be maintained,Mock Drill,Others,Medium,Low,yellow,Operatiol Action,6,
Office,4PL,P.9,Review of Emergency Preparedness and Mock drill,"Does the lay-out clearly define emergency exit location & types of portable Fire Extinguishers, First Aid box?",,"Emergency exit, portable fire extinguisher and other emergency equipment are not marked in the emergency evacuation layout",Some visitor or other new staff in the warehouse may not be able to understand about the placement of the emergency equipment in the warehouse,"Emergency evacuation layout should clearly defines the placement of portable fire extinguishers, first aid box, fire exits, etc.",Display Board,UA-UC,Medium,Low,Yellow,Opex,12,
Office,4PL,P.10,Review of Emergency Preparedness and Mock drill,Is emergency evacuation layout displayed at prominent locations in the facility ?,,Emergency evacuation layout is not displayed at prominent location in the warehouse,New staff or a visitor may find difficulty in locating the emergency exits and emergency assembly area,Emergency evacuation layout should be displayed at prominent location in the warehouse,Layout,UA-UC,High,Medium,Yellow,Opex,24,
Office,4PL,P.11,Review of Emergency Preparedness and Mock drill,Is Emergency Response Team name displayed in the warehouse ?,,Emergency response team name not displayed in the warehouse,"In case of emergency, the staff working in the warehouse will not be able to identify the person",Emergency response team name should be displayed in the warehouse,Display Board,UA-UC,Medium,Medium,Red,Opex,54,
Office,4PL,P.12,Review of Emergency Preparedness and Mock drill,Is emergency response team trained ? Check for the records,,Emergency response team is not trained,The identified team will not be able to do their job as per their defined roles and responsibility,Emergency response team should be trained,Training,UA-UC,High,Low,Yellow,Operatiol Action,8,
Office,4PL,P.13,Review of Emergency Preparedness and Mock drill,Is PA System installed in the warehouse? (for the facility more than 1Lakh Sq. Ft),,PA system is not installed on site,"In case of any emergency situation or any important announcement, it will be difficult to address larger group of employees in the warehouse",PA System should be installed on site,PA System,UA-UC,Medium,Low,Red,Capex,54,PAS - Public Address System
Office,4PL,P.14,Review of Emergency Preparedness and Mock drill,Is emergency light installed in the warehouse ?,,Emergency lights are not installed in the warehouse,"In case of power failure, person may not be able to identify the exit ways in the warehouse",Emergency lights should be installed in the warehouse,Emergency Lights,UA-UC,Medium,Medium,Red,Capex,81,
Office,4PL,P.15,Review of Emergency Preparedness and Mock drill,Is emergency spill taken into consideration while developing emergency response plan ? Please refer the document ?,,Emergency spill not taken into consideration while developing emergency response plan,Person may not be able to know the process to be followed to collect spill,Emergency spill should be taken into consideration while developing emergency response plan,Documentation,UA-UC,Medium,Medium,Yellow,Opex,18,
Office,4PL,P.16,Review of Emergency Preparedness and Mock drill,Is mock drill conducted on the emergency spill ?,,Mock drill not conducted on the emergency spill,Person may not be able to know the procedure to be followed to collect spill,Mock drills on emergency spill should be conducted on a regular intervals,Mock Drill,UA-UC,High,Low,Yellow,Operatiol Action,8,
Office,4PL,Q,Review of Infrastructural points,Review of Infrastructural points,,,,,,,,,,,0,
Office,4PL,Q.1,Review of Infrastructural points,Is floor of the warehouse in good condition ?,,Floor of the warehouse is not in good condition,RT/HOPT or other MHE's may get disbalanced which can result in major incident/accident or   material may fall and get damage,Floor should be in good condition with no evidence of the damage,Floor,UA-UC,Very High,High,Red,Capex,180,
Office,4PL,Q.2,Review of Infrastructural points,Is lifeline installed above the shed of the warehouse ?,,Lifeline is not installed on the warehouse shed,Fall Risk,Lifeline should be installed for the warehouse shed,Lifeline,UA-UC,Very High,Very High,Red,Capex,225,
Office,4PL,Q.3,Review of Infrastructural points,Is driver rest room available in the warehouse ?,,Driver rest room is not available in the warehouse,"If rest room is not available, driver will not be able to take rest and may result in some incident/accident while on road",Rest room for drivers should be provided,Restrooms,UA-UC,High,High,Red,Capex,144,
Office,4PL,Q.4,Review of Infrastructural points,Are there driver's rest rooms equipped with toilets and showers ?,,Driver's rest room is not equipped with toilets and showers,Lack of standards,Driver's rest room should be equipped with the toilets and showers,Driver Rest Room,Others,Low,Low,Yellow,Capex,12,
Office,4PL,Q.5,Review of Infrastructural points,Are there appropriately equipped and sufficient number of offices available to accommodate all the staff members ?,,Appropriately equipped and sufficient number of offices are not  available to accommodate all the staff members,Staff will not be able to work efficiently,Appropriately equipped and sufficient number of offices should be available to accommodate all the staff members,Office,Others,Low,Low,Yellow,Capex,12,
Office,4PL,Q.6,Review of Infrastructural points,Is the perimeter fencing available and in good condition?,,Perimeter fencing is not available and not in good condition?,Theft cases may occurred,Perimeter fencing should be available and in good condition?,Fencing,UA-UC,High,High,Red,Capex,144,
Office,4PL,Q.7,Review of Infrastructural points,"Is the in damages, crack observed on the wall, Roof, office cabin, False ceiling etc?",,"Damages and crack are observed on the wall, Roof, office cabin, False ceiling.",structural collapse,"Damages and cracks on the wall, Roof, office cabin, False ceiling should be repaired",Infra,UA-UC,High,High,Red,Capex,144,
Office,4PL,Q.8,Review of Pedestrian Safety,Is the speed breakers are available on the road for Bike/Vehicle speed control?,,Speed breakers are not available on the road,Road accident,Speed control breakers should be available,Safety,UA-UC,High,Medium,Yellow,Capex,36,
Office,4PL,R,Review of Pedestrian Safety,Review of Pedestrian Safety,,,,,,,,,,,0,
Office,4PL,R.1,Review of Pedestrian Safety,"Do pedestrians respect signals and use pedestrian crossings, doors and footbridges in the warehouse?",,"Pedestrians do not respect signals and do not use pedestrian crossings, doors and footbridges in the warehouse",There are chances that employee may get hit by the machine movement in the warehouse,"Pedestrians signals should be respected and all should use pedestrian crossings, doors and footbridges in the warehouse",Training,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,R.2,Review of Pedestrian Safety,Is man movement pathway marked in the warehouse ?,,Man movement pathways is not marked in the warehouse,Major accident by moving machines in the warehouse,Man movement pathways should be marked in the warehouse,Markings,UA-UC,High,High,Red,Capex,144,
Office,4PL,R.3,Review of Pedestrian Safety,"Are aisles, passageways and stairwells properly illuminated ?",,Aisles passageways and stairwells are not properly illuminated,"Slip, trip, fall risk. Which will result in personal injury","Aisles, passageways and stairwells should be  properly illuminated",Illumination,UA-UC,High,High,Red,Capex,144,
Office,4PL,R.4,Review of Pedestrian Safety,Is each employee on walking/working surfaces protected from tripping in or stepping into ?,,Each employees walking/working surfaces are not protected from tripping in on stepping into,Fall risk.,All employee on walking/working surfaces should be protected from tripping in or stepping into,Safety,UA-UC,Medium,Low,Yellow,Opex,12,
